Sura_No,Verse_No,Word_No,Word,Normalized_Word,Closed_Form_Proof,Eligibility,Operator_Role,Word_Class,Next_Route,Matched_Entry_Ids,Note,Trace_Anchor,Parent_Anchor
0,1,35,مَا,مَاْ,UNRESOLVED,ACCEPT,NO,,DEFER_UNRESOLVED_CLOSURE,DW:91|DW:92|DW:93|DW:94|DW:95,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis2/0:1:35,aslot/axis1/0:1:35
0,1,36,فَقَدُوهُ,فَقَدُوْهُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:36,aslot/axis1/0:1:36
0,1,37,مِنْ,مِنْ,UNRESOLVED,ACCEPT,NO,,DEFER_UNRESOLVED_CLOSURE,DW:112|DW:113,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis2/0:1:37,aslot/axis1/0:1:37
0,1,38,عَطْفِ,عَطْفِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:38,aslot/axis1/0:1:38
0,1,39,أُمِّهِمْ,أُمْمِهِمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:39,aslot/axis1/0:1:39
0,1,40,وَحُبِّهَا,وَحُبْبِهَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:40,aslot/axis1/0:1:40
0,1,41,لَهُمْ,لَهُمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:41,aslot/axis1/0:1:41
0,1,42,وَتَفْكِيرِهَا,وَتَفْكِيْرِهَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:42,aslot/axis1/0:1:42
0,1,44,فَكَانَ,فَكَاْنَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:44,aslot/axis1/0:1:44
0,1,45,يَسْأَلُ,يَسْأَلُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:45,aslot/axis1/0:1:45
0,1,46,عَنْهُمْ,عَنْهُمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:46,aslot/axis1/0:1:46
0,1,47,كُلَّمَا,كُلْلَمَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:47,aslot/axis1/0:1:47
0,1,48,حَضَرَ,حَضَرَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:48,aslot/axis1/0:1:48
0,1,49,وَيُفَكِّرُ,وَيُفَكْكِرُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:49,aslot/axis1/0:1:49
0,1,50,فِيهِمْ,فِيْهِمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:50,aslot/axis1/0:1:50
0,1,51,كُلَّمَا,كُلْلَمَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:51,aslot/axis1/0:1:51
0,1,52,دَخَلَ,دَخَلَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:52,aslot/axis1/0:1:52
0,1,53,وَيُوصِي,وَيُوْصِيْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:53,aslot/axis1/0:1:53
0,1,54,بِهِمْ,بِهِمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:54,aslot/axis1/0:1:54
0,1,55,كُلَّمَا,كُلْلَمَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:55,aslot/axis1/0:1:55
0,1,56,خَرَجَ,خَرَجَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:56,aslot/axis1/0:1:56
0,1,57,وَيَطْلُبُهُمْ,وَيَطْلُبُهُمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:57,aslot/axis1/0:1:57
0,1,58,كُلَّمَا,كُلْلَمَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:58,aslot/axis1/0:1:58
0,1,59,جَلَسَ,جَلَسَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:59,aslot/axis1/0:1:59
0,1,60,لِتَنَاوُلِ,لِتَنَاْوُلِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:60,aslot/axis1/0:1:60
0,1,61,طَعَامِ,طَعَاْمِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:61,aslot/axis1/0:1:61
0,1,62,الْإِفْطَارِ,ءَلْإِفْطَاْرِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:62,aslot/axis1/0:1:62
0,1,63,أَوْ,أَوْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:26,,aslot/axis2/0:1:63,aslot/axis1/0:1:63
0,1,64,الْغَدَاءِ,ءَلْغَدَاْءِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:64,aslot/axis1/0:1:64
0,1,65,أَوْ,أَوْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:26,,aslot/axis2/0:1:65,aslot/axis1/0:1:65
0,1,66,الشَّايِ,ءَشْشَاْيِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:66,aslot/axis1/0:1:66
0,1,67,أَوْ,أَوْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:26,,aslot/axis2/0:1:67,aslot/axis1/0:1:67
0,1,68,الْعَشَاءِ,ءَلْعَشَاْءِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:1:68,aslot/axis1/0:1:68
0,2,1,فَغَارَتْ,فَغَاْرَتْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:1,aslot/axis1/0:2:1
0,2,2,عَمَّتُهُمْ,عَمْمَتُهُمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:2,aslot/axis1/0:2:2
0,2,3,مِنْ,مِنْ,UNRESOLVED,ACCEPT,NO,,DEFER_UNRESOLVED_CLOSURE,DW:112|DW:113,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis2/0:2:3,aslot/axis1/0:2:3
0,2,4,شِدَّةِ,شِدْدَةِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:4,aslot/axis1/0:2:4
0,2,5,مَحَبَّةِ,مَحَبْبَةِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:5,aslot/axis1/0:2:5
0,2,6,أَخِيهَا,أَخِيْهَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:6,aslot/axis1/0:2:6
0,2,7,لِأَوْلَادِهِ,لِأَوْلَاْدِهِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:7,aslot/axis1/0:2:7
0,2,8,وَ,وَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:8,aslot/axis1/0:2:8
0,2,9,صَمَّمَتْ,صَمْمَمَتْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:9,aslot/axis1/0:2:9
0,2,10,فِيمَا,فِيْمَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:10,aslot/axis1/0:2:10
0,2,11,بَيْنَهَا,بَيْنَهَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:11,aslot/axis1/0:2:11
0,2,12,وَبَيْنَ,وَبَيْنَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:12,aslot/axis1/0:2:12
0,2,13,نَفْسِهَا,نَفْسِهَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:13,aslot/axis1/0:2:13
0,2,14,أَنْ,أَنْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:11|DW:12|DW:13|DW:14,,aslot/axis2/0:2:14,aslot/axis1/0:2:14
0,2,15,تَعْمَلَ,تَعْمَلَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:15,aslot/axis1/0:2:15
0,2,16,سِرًّا,سِرْرَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:16,aslot/axis1/0:2:16
0,2,17,كُلَّ,كُلْلَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:17,aslot/axis1/0:2:17
0,2,18,وَسِيلَةٍ,وَسِيْلَةِنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:18,aslot/axis1/0:2:18
0,2,19,مُمْكِنَةٍ,مُمْكِنَةِنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:19,aslot/axis1/0:2:19
0,2,20,لِإِبْعَادِهِمْ,لِإِبْعَاْدِهِمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:20,aslot/axis1/0:2:20
0,2,21,عَنْ,عَنْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:68,,aslot/axis2/0:2:21,aslot/axis1/0:2:21
0,2,22,أَبِيهِمْ,أَبِيْهِمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:22,aslot/axis1/0:2:22
0,2,23,وَالتَّخَلُّصِ,وَتْتَخَلْلُصِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:23,aslot/axis1/0:2:23
0,2,24,مِنْهُمْ,مِنْهُمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:24,aslot/axis1/0:2:24
0,2,25,وَفِي,وَفِيْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:25,aslot/axis1/0:2:25
0,2,26,يَوْمٍ,يَوْمِنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:26,aslot/axis1/0:2:26
0,2,27,مِنَ,مِنَ,UNRESOLVED,ACCEPT,NO,,DEFER_UNRESOLVED_CLOSURE,DW:110|DW:111,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis2/0:2:27,aslot/axis1/0:2:27
0,2,28,الْأَيَّامِ,ءَلْأَيْيَاْمِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:28,aslot/axis1/0:2:28
0,2,29,كَانَ,كَاْنَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:29,aslot/axis1/0:2:29
0,2,30,الْأَمِيرَانِ,ءَلْأَمِيْرَاْنِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:30,aslot/axis1/0:2:30
0,2,31,يَلْعَبَانِ,يَلْعَبَاْنِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:31,aslot/axis1/0:2:31
0,2,32,مَعَ,مَعَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:32,aslot/axis1/0:2:32
0,2,33,أُخْتِهِمَا,أُخْتِهِمَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:33,aslot/axis1/0:2:33
0,2,34,الْأَمِيرَةِ,ءَلْأَمِيْرَةِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:34,aslot/axis1/0:2:34
0,2,35,فِي,فِيْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:70,,aslot/axis2/0:2:35,aslot/axis1/0:2:35
0,2,36,حَدَائِقِ,حَدَاْئِقِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:36,aslot/axis1/0:2:36
0,2,37,الْقَصْرِ,ءَلْقَصْرِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:37,aslot/axis1/0:2:37
0,2,38,بَعْدَ,بَعْدَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:38,aslot/axis1/0:2:38
0,2,39,خُرُوجِ,خُرُوْجِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:39,aslot/axis1/0:2:39
0,2,40,الْمَلِكِ,ءَلْمَلِكِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:40,aslot/axis1/0:2:40
0,2,41,فَشَوَّقَتْهُمْ,فَشَوْوَقَتْهُمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:41,aslot/axis1/0:2:41
0,2,42,عَمَّتُهُمْ,عَمْمَتُهُمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:42,aslot/axis1/0:2:42
0,2,43,وَحَبَّبَتْ,وَحَبْبَبَتْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:43,aslot/axis1/0:2:43
0,2,44,إِلَيْهِمُ,إِلَيْهِمُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:44,aslot/axis1/0:2:44
0,2,45,الذَّهَابَ,ءَذْذَهَاْبَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:45,aslot/axis1/0:2:45
0,2,46,مَعَهَا,مَعَهَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:46,aslot/axis1/0:2:46
0,2,47,إِلَى,إِلَاْ,NOT_MATCHED,OWNER_DECISION_REQUIRED,NO,,DEFER_UNRESOLVED_CLOSURE,DW:35,في فهرس الدليل لا في فهرس المطابقة — دليلٌ لا يُطابَق,aslot/axis2/0:2:47,aslot/axis1/0:2:47
0,2,48,الْغَابَةِ,ءَلْغَاْبَةِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:48,aslot/axis1/0:2:48
0,2,49,لِلَّعِبِ,لِلْلَعِبِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:49,aslot/axis1/0:2:49
0,2,50,فِيهَا,فِيْهَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:50,aslot/axis1/0:2:50
0,2,51,وَوَعَدَتْهُمْ,وَوَعَدَتْهُمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:51,aslot/axis1/0:2:51
0,2,52,أَنْ,أَنْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:11|DW:12|DW:13|DW:14,,aslot/axis2/0:2:52,aslot/axis1/0:2:52
0,2,53,تُرِيَهُمْ,تُرِيَهُمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:53,aslot/axis1/0:2:53
0,2,54,أَشْيَاءَ,أَشْيَاْءَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:54,aslot/axis1/0:2:54
0,2,55,جَمِيلَةً,جَمِيْلَةَنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:55,aslot/axis1/0:2:55
0,2,56,وَأَلْعَابًا,وَأَلْعَاْبَنْاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:56,aslot/axis1/0:2:56
0,2,57,لَذِيذَةً,لَذِيْذَةَنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:57,aslot/axis1/0:2:57
0,2,58,سَارَّةً,سَاْرْرَةَنْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:58,aslot/axis1/0:2:58
0,2,59,تَحْتَ,تَحْتَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:59,aslot/axis1/0:2:59
0,2,60,الْأِشْجَارِ,ءَلْأِشْجَاْرِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:60,aslot/axis1/0:2:60
0,2,61,هُنَاكَ,هُنَاْكَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:61,aslot/axis1/0:2:61
0,2,62,فَصَدَّقَ,فَصَدْدَقَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:62,aslot/axis1/0:2:62
0,2,63,الْأَمِيرَانِ,ءَلْأَمِيْرَاْنِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:63,aslot/axis1/0:2:63
0,2,64,وَالْأَمِيرَةُ,وَلْأَمِيْرَةُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:64,aslot/axis1/0:2:64
0,2,65,مَا,مَاْ,UNRESOLVED,ACCEPT,NO,,DEFER_UNRESOLVED_CLOSURE,DW:91|DW:92|DW:93|DW:94|DW:95,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis2/0:2:65,aslot/axis1/0:2:65
0,2,66,قَالَتْهُ,قَاْلَتْهُ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:66,aslot/axis1/0:2:66
0,2,67,عَمَّتُهُمْ,عَمْمَتُهُمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:67,aslot/axis1/0:2:67
0,2,68,وَلَمْ,وَلَمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:68,aslot/axis1/0:2:68
0,2,69,يَعْرِفُوا,يَعْرِفُوْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:69,aslot/axis1/0:2:69
0,2,70,مَا,مَاْ,UNRESOLVED,ACCEPT,NO,,DEFER_UNRESOLVED_CLOSURE,DW:91|DW:92|DW:93|DW:94|DW:95,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis2/0:2:70,aslot/axis1/0:2:70
0,2,71,تُخْفِيهِ,تُخْفِيْهِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:71,aslot/axis1/0:2:71
0,2,72,عَنْهُمْ,عَنْهُمْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:72,aslot/axis1/0:2:72
0,2,73,مِنَ,مِنَ,UNRESOLVED,ACCEPT,NO,,DEFER_UNRESOLVED_CLOSURE,DW:110|DW:111,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis2/0:2:73,aslot/axis1/0:2:73
0,2,74,الشَّرِّ,ءَشْشَرْرِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:74,aslot/axis1/0:2:74
0,2,75,وَذَهَبُوا,وَذَهَبُوْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:75,aslot/axis1/0:2:75
0,2,76,مَعَهَا,مَعَهَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:76,aslot/axis1/0:2:76
0,2,77,لِلَّعِبِ,لِلْلَعِبِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:77,aslot/axis1/0:2:77
0,2,78,وَالرِّيَاضَةِ,وَرْرِيَاْضَةِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:78,aslot/axis1/0:2:78
0,2,79,فِي,فِيْ,PROVEN,ACCEPT,YES,حرف,STOP_CLOSED_FORM,DW:70,,aslot/axis2/0:2:79,aslot/axis1/0:2:79
0,2,80,الْغَابَةِ,ءَلْغَاْبَةِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:80,aslot/axis1/0:2:80
0,2,81,وَمُشَاهَدَةِ,وَمُشَاْهَدَةِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:81,aslot/axis1/0:2:81
0,2,82,الْأَشْيَاءِ,ءَلْأَشْيَاْءِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:82,aslot/axis1/0:2:82
0,2,83,الْجَمِيلَةِ,ءَلْجَمِيْلَةِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:83,aslot/axis1/0:2:83
0,2,84,فِيهَا,فِيْهَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:84,aslot/axis1/0:2:84
0,2,85,وَرُؤْيَةِ,وَرُؤْيَةِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:85,aslot/axis1/0:2:85
0,2,86,الْأَلْعَابِ,ءَلْأَلْعَاْبِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:86,aslot/axis1/0:2:86
0,2,87,الْغَرِيبَةِ,ءَلْغَرِيْبَةِ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:87,aslot/axis1/0:2:87
0,2,88,تَحْتَ,تَحْتَ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:88,aslot/axis1/0:2:88
0,2,89,أَشْجَارِهَا,أَشْجَاْرِهَاْ,NOT_MATCHED,BLOCK,NO,,CONTINUE,,,aslot/axis2/0:2:89,aslot/axis1/0:2:89
