run_id,corpus_id,token_id,span_id,stage_id,path_id,input_carrier_id,output_carrier_id,applicability,transition_state,evidence_refs,rank_before,rank_after,residuals_before,residuals_after,identity_invariants_checked,trace_parent_ids,trace_entry_id,failure_code,remediation_hints,next_admissible_stage_ids,source_commit_sha,registry_version,registry_hash
native:nazila,nazila,t000,EMPTY_IN_RECORD,IFADAH,RootStemPath,t000:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t000,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t000,trace:t000:IFADAH,EMPTY_IN_RECORD,previous_gate_not_proven,HUKM,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t000,EMPTY_IN_RECORD,HUKM,RootStemPath,t000:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t000,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t000,trace:t000:HUKM,EMPTY_IN_RECORD,previous_gate_not_proven,MANAT,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t000,EMPTY_IN_RECORD,MANAT,RootStemPath,t000:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t000,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t000,trace:t000:MANAT,EMPTY_IN_RECORD,previous_gate_not_proven,TANZIL,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t000,EMPTY_IN_RECORD,TANZIL,RootStemPath,t000:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t000,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t000,trace:t000:TANZIL,EMPTY_IN_RECORD,previous_gate_not_proven,ANSWER_AUDIT,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t000,EMPTY_IN_RECORD,ANSWER_AUDIT,RootStemPath,t000:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t000,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t000,trace:t000:ANSWER_AUDIT,EMPTY_IN_RECORD,previous_gate_not_proven,EMPTY_IN_RECORD,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t000,EMPTY_IN_RECORD,NON_CONTENT_FORMAL_ROUTE,RootStemPath,t000:in,EMPTY_IN_RECORD,NOT_APPLICABLE,NOT_APPLICABLE,token:t000,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t000,trace:t000:NON_CONTENT_FORMAL_ROUTE,EMPTY_IN_RECORD,EMPTY_IN_RECORD,FORMAL_SHAPE,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,PATH_CLASSIFICATION,RootStemPath,t001:in,t001:PATH_CLASSIFICATION:out,APPLICABLE,EXECUTED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,EMPTY_IN_RECORD,token_surface_identity_preserved,trace:t001,trace:t001:PATH_CLASSIFICATION,EMPTY_IN_RECORD,EMPTY_IN_RECORD,PRE_WEIGHT_CAPACITY_AUDIT · FORMAL_SHAPE,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,PRE_WEIGHT_CAPACITY_AUDIT,RootStemPath,t001:in,EMPTY_IN_RECORD,APPLICABLE,DECLARED_NOT_IMPLEMENTED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:PRE_WEIGHT_CAPACITY_AUDIT,EMPTY_IN_RECORD,runtime_implementation_missing,DAL_ONLY · NON_CONTENT_FORMAL_ROUTE,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,DAL_ONLY,RootStemPath,t001:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:DAL_ONLY,EMPTY_IN_RECORD,previous_gate_not_proven,VERBAL_MADLUL,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,VERBAL_MADLUL,RootStemPath,t001:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:VERBAL_MADLUL,EMPTY_IN_RECORD,previous_gate_not_proven,DAL_MADLUL_BINDING,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,DAL_MADLUL_BINDING,RootStemPath,t001:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:DAL_MADLUL_BINDING,EMPTY_IN_RECORD,previous_gate_not_proven,CONTRACTABLE_UNIT,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,CONTRACTABLE_UNIT,RootStemPath,t001:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:CONTRACTABLE_UNIT,EMPTY_IN_RECORD,previous_gate_not_proven,RELATION,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,RELATION,RootStemPath,t001:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:RELATION,EMPTY_IN_RECORD,previous_gate_not_proven,FORMAL_SHAPE,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,FORMAL_SHAPE,RootStemPath,t001:in,EMPTY_IN_RECORD,APPLICABLE,DEFERRED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:FORMAL_SHAPE,EMPTY_IN_RECORD,missing_context:FORMAL_ONLY,MUFRAD_DALALAH,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,MUFRAD_DALALAH,RootStemPath,t001:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:MUFRAD_DALALAH,EMPTY_IN_RECORD,previous_gate_not_proven,RELATION_CLOSURE,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,RELATION_CLOSURE,RootStemPath,t001:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:RELATION_CLOSURE,EMPTY_IN_RECORD,previous_gate_not_proven,IFADAH,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,IFADAH,RootStemPath,t001:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:IFADAH,EMPTY_IN_RECORD,previous_gate_not_proven,HUKM,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,HUKM,RootStemPath,t001:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:HUKM,EMPTY_IN_RECORD,previous_gate_not_proven,MANAT,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,MANAT,RootStemPath,t001:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:MANAT,EMPTY_IN_RECORD,previous_gate_not_proven,TANZIL,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,TANZIL,RootStemPath,t001:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:TANZIL,EMPTY_IN_RECORD,previous_gate_not_proven,ANSWER_AUDIT,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,ANSWER_AUDIT,RootStemPath,t001:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:ANSWER_AUDIT,EMPTY_IN_RECORD,previous_gate_not_proven,EMPTY_IN_RECORD,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t001,EMPTY_IN_RECORD,NON_CONTENT_FORMAL_ROUTE,RootStemPath,t001:in,EMPTY_IN_RECORD,NOT_APPLICABLE,NOT_APPLICABLE,token:t001,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t001,trace:t001:NON_CONTENT_FORMAL_ROUTE,EMPTY_IN_RECORD,EMPTY_IN_RECORD,FORMAL_SHAPE,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,PATH_CLASSIFICATION,RootStemPath,t002:in,t002:PATH_CLASSIFICATION:out,APPLICABLE,EXECUTED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,EMPTY_IN_RECORD,token_surface_identity_preserved,trace:t002,trace:t002:PATH_CLASSIFICATION,EMPTY_IN_RECORD,EMPTY_IN_RECORD,PRE_WEIGHT_CAPACITY_AUDIT · FORMAL_SHAPE,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,PRE_WEIGHT_CAPACITY_AUDIT,RootStemPath,t002:in,EMPTY_IN_RECORD,APPLICABLE,DECLARED_NOT_IMPLEMENTED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:PRE_WEIGHT_CAPACITY_AUDIT,EMPTY_IN_RECORD,runtime_implementation_missing,DAL_ONLY · NON_CONTENT_FORMAL_ROUTE,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,DAL_ONLY,RootStemPath,t002:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:DAL_ONLY,EMPTY_IN_RECORD,previous_gate_not_proven,VERBAL_MADLUL,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,VERBAL_MADLUL,RootStemPath,t002:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:VERBAL_MADLUL,EMPTY_IN_RECORD,previous_gate_not_proven,DAL_MADLUL_BINDING,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,DAL_MADLUL_BINDING,RootStemPath,t002:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:DAL_MADLUL_BINDING,EMPTY_IN_RECORD,previous_gate_not_proven,CONTRACTABLE_UNIT,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,CONTRACTABLE_UNIT,RootStemPath,t002:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:CONTRACTABLE_UNIT,EMPTY_IN_RECORD,previous_gate_not_proven,RELATION,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,RELATION,RootStemPath,t002:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:RELATION,EMPTY_IN_RECORD,previous_gate_not_proven,FORMAL_SHAPE,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,FORMAL_SHAPE,RootStemPath,t002:in,EMPTY_IN_RECORD,APPLICABLE,DEFERRED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:FORMAL_SHAPE,EMPTY_IN_RECORD,missing_context:FORMAL_ONLY,MUFRAD_DALALAH,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,MUFRAD_DALALAH,RootStemPath,t002:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:MUFRAD_DALALAH,EMPTY_IN_RECORD,previous_gate_not_proven,RELATION_CLOSURE,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,RELATION_CLOSURE,RootStemPath,t002:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:RELATION_CLOSURE,EMPTY_IN_RECORD,previous_gate_not_proven,IFADAH,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,IFADAH,RootStemPath,t002:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:IFADAH,EMPTY_IN_RECORD,previous_gate_not_proven,HUKM,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,HUKM,RootStemPath,t002:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:HUKM,EMPTY_IN_RECORD,previous_gate_not_proven,MANAT,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,MANAT,RootStemPath,t002:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:MANAT,EMPTY_IN_RECORD,previous_gate_not_proven,TANZIL,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,TANZIL,RootStemPath,t002:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:TANZIL,EMPTY_IN_RECORD,previous_gate_not_proven,ANSWER_AUDIT,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,ANSWER_AUDIT,RootStemPath,t002:in,EMPTY_IN_RECORD,APPLICABLE,NOT_OPENED,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:ANSWER_AUDIT,EMPTY_IN_RECORD,previous_gate_not_proven,EMPTY_IN_RECORD,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t002,EMPTY_IN_RECORD,NON_CONTENT_FORMAL_ROUTE,RootStemPath,t002:in,EMPTY_IN_RECORD,NOT_APPLICABLE,NOT_APPLICABLE,token:t002,ZERO,ZERO,EMPTY_IN_RECORD,RUNTIME_CONTEXT_PENDING,token_surface_identity_preserved,trace:t002,trace:t002:NON_CONTENT_FORMAL_ROUTE,EMPTY_IN_RECORD,EMPTY_IN_RECORD,FORMAL_SHAPE,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
native:nazila,nazila,t003,EMPTY_IN_RECORD,PATH_CLASSIFICATION,RootStemPath,t003:in,t003:PATH_CLASSIFICATION:out,APPLICABLE,EXECUTED,token:t003,ZERO,ZERO,EMPTY_IN_RECORD,EMPTY_IN_RECORD,token_surface_identity_preserved,trace:t003,trace:t003:PATH_CLASSIFICATION,EMPTY_IN_RECORD,EMPTY_IN_RECORD,PRE_WEIGHT_CAPACITY_AUDIT · FORMAL_SHAPE,UNKNOWN_COMMIT_SHA,native-registry-v1,5e88b7067293970bbd4c3472613b853e35a2c3077963e7a46edaa2ccb770dab5
