Sura_No,Verse_No,Word_No,Word,Normalized_Word,Verdict,Termination,Peel_Count,Peeled_Prefixes,Licenses,Stem_Surface,Stem_Pattern,Stem_Consonants,Closed_Form_Proof,Deferred_Candidate_Prefix,Root_Work,Root_Proven,Stem_Proof,Note,Trace_Anchor,Parent_Anchor
2,282,15,بِالْعَدْلِ,بِلْعَدْلِ,DEFER,DEFER_ELIDED_LETTER_NOT_RESTORABLE,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع مشروعٌ عند 2 بعقد الغياب، والبقية «لْعَدْلِ» لا تقوم بنفسها (SYLLABLE_WITHOUT_ONSET): الحرف الغائب بدءُ مقطعها، وردُّه إنشاءٌ لا كشف,aslot/axis4/2:282:15,aslot/axis3/2:282:15
2,282,16,وَلَا,وَلَاْ,ACCEPT,CLOSED_REMAINDER,1,وَ,LIC:1,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:16,aslot/axis3/2:282:16
2,282,17,يَأْبَ,يَأْبَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يَأْبَ,CVC·CV,3,NOT_MATCHED,يَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: يَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:17,aslot/axis3/2:282:17
2,282,18,كَاتِبٌ,كَاْتِبُنْ,BLOCK,BLOCK_SYLLABLE_BOUNDARY_CROSSED,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع عند 2 يعبر حدًّا مقطعيًّا (CVV·CV·CVC),aslot/axis4/2:282:18,aslot/axis3/2:282:18
2,282,19,أَنْ,أَنْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:19,aslot/axis3/2:282:19
2,282,20,يَكْتُبَ,يَكْتُبَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يَكْتُبَ,CVC·CV·CV,4,NOT_MATCHED,يَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: يَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:20,aslot/axis3/2:282:20
2,282,21,كَمَا,كَمَاْ,DEFER,DEFER_UNRESOLVED_CLOSURE,1,كَ,LIC:4,,,0,UNRESOLVED,,NONE,NO,NOT_CLAIMED,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis4/2:282:21,aslot/axis3/2:282:21
2,282,22,عَلَّمَهُ,عَلْلَمَهُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,عَلْلَمَهُ,CVC·CV·CV·CV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:22,aslot/axis3/2:282:22
2,282,24,فَلْيَكْتُبْ,فَلْيَكْتُبْ,BLOCK,BLOCK_SYLLABLE_BOUNDARY_CROSSED,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع عند 2 يعبر حدًّا مقطعيًّا (CVC·CVC·CVC),aslot/axis4/2:282:24,aslot/axis3/2:282:24
2,282,25,وَلْيُمْلِلِ,وَلْيُمْلِلِ,BLOCK,BLOCK_SYLLABLE_BOUNDARY_CROSSED,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع عند 2 يعبر حدًّا مقطعيًّا (CVC·CVC·CV·CV),aslot/axis4/2:282:25,aslot/axis3/2:282:25
2,282,26,الَّذِي,ءَلْلَذِيْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:26,aslot/axis3/2:282:26
2,282,27,عَلَيْهِ,عَلَيْهِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,عَلَيْهِ,CV·CVC·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:27,aslot/axis3/2:282:27
2,282,28,الْحَقُّ,ءَلْحَقْقُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْحَقْقُ,CVC·CVC·CV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:28,aslot/axis3/2:282:28
2,282,29,وَلْيَتَّقِ,وَلْيَتْتَقِ,BLOCK,BLOCK_SYLLABLE_BOUNDARY_CROSSED,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع عند 2 يعبر حدًّا مقطعيًّا (CVC·CVC·CV·CV),aslot/axis4/2:282:29,aslot/axis3/2:282:29
2,282,31,رَبَّهُ,رَبْبَهُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,رَبْبَهُ,CVC·CV·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:31,aslot/axis3/2:282:31
2,282,32,وَلَا,وَلَاْ,ACCEPT,CLOSED_REMAINDER,1,وَ,LIC:1,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:32,aslot/axis3/2:282:32
2,282,33,يَبْخَسْ,يَبْخَسْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يَبْخَسْ,CVC·CVC,4,NOT_MATCHED,يَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: يَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:33,aslot/axis3/2:282:33
2,282,34,مِنْهُ,مِنْهُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,مِنْهُ,CVC·CV,3,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:34,aslot/axis3/2:282:34
2,282,35,شَيْئًا,شَيْئَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,شَيْئَنْاْ,CVC·CVCC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:35,aslot/axis3/2:282:35
2,282,36,فَإِنْ,فَإِنْ,ACCEPT,CLOSED_REMAINDER,1,فَ,LIC:2,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:36,aslot/axis3/2:282:36
2,282,37,كَانَ,كَاْنَ,BLOCK,BLOCK_SYLLABLE_BOUNDARY_CROSSED,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع عند 2 يعبر حدًّا مقطعيًّا (CVV·CV),aslot/axis4/2:282:37,aslot/axis3/2:282:37
2,282,38,الَّذِي,ءَلْلَذِيْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:38,aslot/axis3/2:282:38
2,282,39,عَلَيْهِ,عَلَيْهِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,عَلَيْهِ,CV·CVC·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:39,aslot/axis3/2:282:39
2,282,40,الْحَقُّ,ءَلْحَقْقُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْحَقْقُ,CVC·CVC·CV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:40,aslot/axis3/2:282:40
2,282,41,سَفِيهًا,سَفِيْهَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,سَفِيْهَنْاْ,CV·CVV·CVCC,5,NOT_MATCHED,سَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: سَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:41,aslot/axis3/2:282:41
2,282,42,أَوْ,أَوْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:42,aslot/axis3/2:282:42
2,282,43,ضَعِيفًا,ضَعِيْفَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ضَعِيْفَنْاْ,CV·CVV·CVCC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:43,aslot/axis3/2:282:43
2,282,44,أَوْ,أَوْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:44,aslot/axis3/2:282:44
2,282,45,لَا,لَاْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:45,aslot/axis3/2:282:45
2,282,46,يَسْتَطِيعُ,يَسْتَطِيْعُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يَسْتَطِيْعُ,CVC·CV·CVV·CV,5,NOT_MATCHED,يَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: يَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:46,aslot/axis3/2:282:46
2,282,47,أَنْ,أَنْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:47,aslot/axis3/2:282:47
2,282,48,يُمِلَّ,يُمِلْلَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يُمِلْلَ,CV·CVC·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:48,aslot/axis3/2:282:48
2,282,49,هُوَ,هُوَ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:49,aslot/axis3/2:282:49
2,282,50,فَلْيُمْلِلْ,فَلْيُمْلِلْ,BLOCK,BLOCK_SYLLABLE_BOUNDARY_CROSSED,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع عند 2 يعبر حدًّا مقطعيًّا (CVC·CVC·CVC),aslot/axis4/2:282:50,aslot/axis3/2:282:50
2,282,51,وَلِيُّهُ,وَلِيْيُهُ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «لِيْيُهُ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة وَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/2:282:51,aslot/axis3/2:282:51
2,282,52,بِالْعَدْلِ,بِلْعَدْلِ,DEFER,DEFER_ELIDED_LETTER_NOT_RESTORABLE,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع مشروعٌ عند 2 بعقد الغياب، والبقية «لْعَدْلِ» لا تقوم بنفسها (SYLLABLE_WITHOUT_ONSET): الحرف الغائب بدءُ مقطعها، وردُّه إنشاءٌ لا كشف,aslot/axis4/2:282:52,aslot/axis3/2:282:52
2,282,53,وَاسْتَشْهِدُوا,وَاْسْتَشْهِدُوْ,BLOCK,BLOCK_SYLLABLE_BOUNDARY_CROSSED,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع عند 2 يعبر حدًّا مقطعيًّا (CVVC·CVC·CV·CVV),aslot/axis4/2:282:53,aslot/axis3/2:282:53
2,282,54,شَهِيدَيْنِ,شَهِيْدَيْنِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,شَهِيْدَيْنِ,CV·CVV·CVC·CV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:54,aslot/axis3/2:282:54
2,282,55,مِنْ,مِنْ,DEFER,DEFER_UNRESOLVED_CLOSURE,0,,,,,0,UNRESOLVED,,NONE,NO,NOT_CLAIMED,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis4/2:282:55,aslot/axis3/2:282:55
2,282,56,رِجَالِكُمْ,رِجَاْلِكُمْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,رِجَاْلِكُمْ,CV·CVV·CV·CVC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:56,aslot/axis3/2:282:56
2,282,57,فَإِنْ,فَإِنْ,ACCEPT,CLOSED_REMAINDER,1,فَ,LIC:2,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:57,aslot/axis3/2:282:57
2,282,58,لَمْ,لَمْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:58,aslot/axis3/2:282:58
2,282,59,يَكُونَا,يَكُوْنَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يَكُوْنَاْ,CV·CVV·CVV,3,NOT_MATCHED,يَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: يَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:59,aslot/axis3/2:282:59
2,282,60,رَجُلَيْنِ,رَجُلَيْنِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,رَجُلَيْنِ,CV·CV·CVC·CV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:60,aslot/axis3/2:282:60
2,282,61,فَرَجُلٌ,فَرَجُلُنْ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «رَجُلُنْ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة فَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/2:282:61,aslot/axis3/2:282:61
2,282,62,وَامْرَأَتَانِ,وَاْمْرَأَتَاْنِ,BLOCK,BLOCK_SYLLABLE_BOUNDARY_CROSSED,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع عند 2 يعبر حدًّا مقطعيًّا (CVVC·CV·CV·CVV·CV),aslot/axis4/2:282:62,aslot/axis3/2:282:62
2,282,63,مِمَّنْ,مِمْمَنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,مِمْمَنْ,CVC·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:63,aslot/axis3/2:282:63
2,282,64,تَرْضَوْنَ,تَرْضَوْنَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَرْضَوْنَ,CVC·CVC·CV,5,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:64,aslot/axis3/2:282:64
2,282,65,مِنَ,مِنَ,DEFER,DEFER_UNRESOLVED_CLOSURE,0,,,,,0,UNRESOLVED,,NONE,NO,NOT_CLAIMED,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis4/2:282:65,aslot/axis3/2:282:65
2,282,66,الشُّهَدَاءِ,ءَشْشُهَدَاْءِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَشْشُهَدَاْءِ,CVC·CV·CV·CVV·CV,6,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:66,aslot/axis3/2:282:66
2,282,67,أَنْ,أَنْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:67,aslot/axis3/2:282:67
2,282,68,تَضِلَّ,تَضِلْلَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَضِلْلَ,CV·CVC·CV,4,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:68,aslot/axis3/2:282:68
2,282,69,إِحْدَاهُمَا,إِحْدَاْهُمَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,إِحْدَاْهُمَاْ,CVC·CVV·CV·CVV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:69,aslot/axis3/2:282:69
2,282,70,فَتُذَكِّرَ,فَتُذَكْكِرَ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «تُذَكْكِرَ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة فَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/2:282:70,aslot/axis3/2:282:70
2,282,71,إِحْدَاهُمَا,إِحْدَاْهُمَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,إِحْدَاْهُمَاْ,CVC·CVV·CV·CVV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:71,aslot/axis3/2:282:71
2,282,72,الْأُخْرَى,ءَلْأُخْرَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَلْأُخْرَاْ,CVC·CVC·CVV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:72,aslot/axis3/2:282:72
2,282,73,وَلَا,وَلَاْ,ACCEPT,CLOSED_REMAINDER,1,وَ,LIC:1,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:73,aslot/axis3/2:282:73
2,282,74,يَأْبَ,يَأْبَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يَأْبَ,CVC·CV,3,NOT_MATCHED,يَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: يَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:74,aslot/axis3/2:282:74
2,282,75,الشُّهَدَاءُ,ءَشْشُهَدَاْءُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ءَشْشُهَدَاْءُ,CVC·CV·CV·CVV·CV,6,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:75,aslot/axis3/2:282:75
2,282,76,إِذَا,إِذَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,إِذَاْ,CV·CVV,2,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:76,aslot/axis3/2:282:76
2,282,77,مَا,مَاْ,DEFER,DEFER_UNRESOLVED_CLOSURE,0,,,,,0,UNRESOLVED,,NONE,NO,NOT_CLAIMED,"شهاداتٌ متعارضة: ['حرف', 'مبنيّ']",aslot/axis4/2:282:77,aslot/axis3/2:282:77
2,282,78,دُعُوا,دُعُوْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,دُعُوْ,CV·CVV,2,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:78,aslot/axis3/2:282:78
2,282,79,وَلَا,وَلَاْ,ACCEPT,CLOSED_REMAINDER,1,وَ,LIC:1,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:79,aslot/axis3/2:282:79
2,282,80,تَسْأَمُوا,تَسْأَمُوْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَسْأَمُوْ,CVC·CV·CVV,4,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:80,aslot/axis3/2:282:80
2,282,81,أَنْ,أَنْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:81,aslot/axis3/2:282:81
2,282,82,تَكْتُبُوهُ,تَكْتُبُوْهُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَكْتُبُوْهُ,CVC·CV·CVV·CV,5,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:82,aslot/axis3/2:282:82
2,282,83,صَغِيرًا,صَغِيْرَنْاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,صَغِيْرَنْاْ,CV·CVV·CVCC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:83,aslot/axis3/2:282:83
2,282,84,أَوْ,أَوْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:84,aslot/axis3/2:282:84
2,282,85,كَبِيرًا,كَبِيْرَنْاْ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «بِيْرَنْاْ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة كَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/2:282:85,aslot/axis3/2:282:85
2,282,86,إِلَى,إِلَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,إِلَاْ,CV·CVV,2,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:86,aslot/axis3/2:282:86
